Time,Temperature_change,Pressure_mean
28.0,6.8405285,1025.35
14.0,1.4605286,1030.0
6.0,6.5705285,1032.95
14.0,1.3605287,1036.1
12.0,6.4805284,1036.95
9.0,1.4605286,1036.2
4.0,6.8205285,1033.6
11.0,13.0505295,1030.85
10.0,7.9305286,1028.85
14.0,12.930529,1026.05
28.0,7.7505283,1023.15
4.0,2.1605287,1020.9000000000001
3.0,7.1705284,1018.7
5.0,13.620529,1014.75
9.0,18.73053,1010.5
16.0,13.500529,1008.8
7.0,7.7805285,1009.9
13.0,2.1505284,1010.5
63.0,7.9405284,1015.15
5.0,2.6705287,1020.05
4.0,8.470529,1018.2
9.0,13.600529,1016.5
12.0,7.0505285,1014.4
6.0,13.810529,1009.65
5.0,18.830528,1006.65
7.0,12.620529,1008.75
11.0,5.8505287,1013.3
9.0,11.0505295,1017.15
10.0,5.6405287,1017.5
75.0,11.3005295,1016.3
9.0,17.45053,1015.3
12.0,11.370529,1011.05
15.0,17.000528,1010.8
52.0,11.900529,1016.3
7.0,6.6305285,1018.15
12.0,12.090529,1015.5999999999999
9.0,6.5305285,1011.75
3.0,11.920529,1008.6
14.0,17.430529,1006.35
7.0,12.350529,1002.95
5.0,17.71053,999.4000000000001
4.0,23.000528,997.8
11.0,17.87053,1000.25
8.0,12.510529,1003.75
10.0,19.030529,1006.15
14.0,13.950529,1010.5999999999999
8.0,20.20053,1015.45
40.0,15.020529,1023.1
10.0,20.31053,1028.8000000000002
12.0,15.000529,1028.0500000000002
13.0,20.65053,1026.0
10.0,15.470529,1022.45
4.0,21.39053,1018.75
8.0,26.71053,1015.8
8.0,21.660528,1013.9000000000001
7.0,16.29053,1013.6500000000001
11.0,22.37053,1011.6500000000001
4.0,17.010529,1010.5
23.0,11.760529,1015.8
6.0,6.6305285,1021.1
25.0,11.810529,1023.25
14.0,16.910528,1022.55
9.0,10.920529,1019.5
4.0,16.21053,1017.5
11.0,22.590528,1016.6500000000001
10.0,17.30053,1017.2
15.0,22.410528,1019.25
12.0,16.510529,1021.5
9.0,21.740528,1021.55
15.0,16.160528,1020.45
9.0,21.31053,1019.5
5.0,16.23053,1018.8
6.0,10.320529,1018.2
5.0,19.79053,1017.15
7.0,25.190529,1016.5
4.0,19.82053,1017.15
8.0,14.640529,1018.0
3.0,19.750528,1017.55
14.0,25.180529,1017.9
8.0,19.830528,1018.55
17.0,25.80053,1016.6
7.0,20.430529,1014.4
16.0,25.65053,1013.75
11.0,20.13053,1014.25
7.0,27.440529,1015.4
8.0,22.280529,1017.25
8.0,16.62053,1018.8
38.0,22.23053,1018.45
8.0,17.000528,1017.0
17.0,22.54053,1015.55
6.0,17.020529,1014.0
15.0,22.88053,1012.0
25.0,17.62053,1012.75
12.0,12.240529,1014.2
11.0,17.250528,1011.0
8.0,11.970529,1006.1
14.0,18.830528,1008.8
36.0,12.590529,1015.55
4.0,18.47053,1016.8
8.0,24.260529,1014.95
11.0,16.57053,1013.55
14.0,22.160528,1015.55
13.0,17.030529,1017.7
12.0,23.07053,1018.2
10.0,17.95053,1017.5
4.0,23.920528,1015.6
10.0,29.15053,1014.45
22.0,23.760529,1015.65
5.0,18.600529,1017.7
7.0,13.480529,1017.4
6.0,20.13053,1015.9
5.0,25.46053,1015.2
7.0,19.920528,1015.25
4.0,14.860529,1014.6500000000001
3.0,20.15053,1013.7
14.0,25.89053,1013.55
9.0,20.12053,1013.95
13.0,25.850529,1015.2
24.0,20.760529,1019.7
13.0,15.290529,1022.95
13.0,20.40053,1023.3
8.0,14.770529,1022.3
5.0,20.770529,1020.2
7.0,25.80053,1019.55
3.0,20.56053,1019.85
9.0,15.370529,1019.45
3.0,21.490528,1018.15
16.0,26.72053,1016.7
6.0,21.20053,1015.3499999999999
16.0,27.270529,1014.75
8.0,21.770529,1014.05
15.0,28.39053,1013.7
8.0,22.89053,1013.55
16.0,28.13053,1013.0
10.0,23.06053,1012.8
10.0,29.32053,1014.4000000000001
51.0,23.21053,1015.1500000000001
10.0,18.07053,1012.55
5.0,23.680529,1010.0999999999999
8.0,28.990528,1008.95
45.0,22.590528,1003.35
30.0,16.350529,1001.45
7.0,11.350529,1004.5999999999999
5.0,17.38053,1005.0999999999999
5.0,22.46053,1006.75
8.0,17.07053,1009.35
7.0,12.040529,1011.25
17.0,17.95053,1014.15
11.0,12.510529,1018.75
47.0,19.170528,1019.75
11.0,25.690529,1017.65
11.0,19.87053,1015.5
16.0,26.20053,1014.75
7.0,20.98053,1015.2
14.0,27.440529,1015.15
9.0,22.29053,1014.8499999999999
16.0,28.05053,1015.15
9.0,22.350529,1014.8
14.0,27.98053,1013.45
10.0,20.82053,1011.25
12.0,26.55053,1009.2
30.0,20.30053,1010.6500000000001
9.0,15.200529,1013.75
9.0,21.940529,1014.95
11.0,16.780529,1013.9
13.0,23.510529,1016.0999999999999
17.0,18.13053,1018.9
7.0,23.360529,1017.95
62.0,18.030529,1020.45
13.0,23.190529,1022.95
9.0,18.04053,1022.05
18.0,23.38053,1020.45
5.0,17.840528,1019.05
4.0,24.110529,1017.55
9.0,29.410528,1015.7
13.0,23.38053,1014.6
12.0,29.350529,1012.6500000000001
28.0,24.170528,1012.7
7.0,18.90053,1013.6
15.0,24.670528,1013.15
9.0,18.90053,1013.9
12.0,24.010529,1015.65
17.0,18.97053,1016.95
9.0,24.280529,1015.55
25.0,18.47053,1014.1
34.0,13.080529,1013.3
25.0,18.280529,1011.7
14.0,23.430529,1011.8
11.0,18.170528,1014.1
13.0,24.000528,1016.6
8.0,18.29053,1017.45
17.0,24.260529,1015.3
6.0,18.65053,1013.55
17.0,25.65053,1014.4
9.0,20.110529,1014.8
5.0,27.240528,1013.25
5.0,32.37053,1012.0
4.0,26.840528,1013.0
8.0,21.410528,1014.05
4.0,27.340528,1013.5
7.0,32.86053,1014.3499999999999
7.0,26.830528,1017.0
9.0,21.45053,1018.55
12.0,27.330528,1017.9
9.0,21.89053,1016.3
16.0,27.95053,1015.9
12.0,22.64053,1015.85
8.0,28.22053,1016.05
16.0,23.080528,1015.65
7.0,28.90053,1016.25
7.0,23.46053,1018.95
25.0,17.90053,1020.2
5.0,12.660529,1018.95
3.0,18.64053,1016.45
12.0,24.46053,1013.85
10.0,19.160528,1010.4000000000001
3.0,26.54053,1010.9000000000001
24.0,17.14053,1014.45
12.0,22.260529,1016.95
59.0,14.900529,1018.85
48.0,19.920528,1018.5
12.0,25.47053,1018.05
9.0,19.920528,1018.1500000000001
3.0,25.06053,1017.35
10.0,30.850529,1018.75
41.0,23.06053,1019.7
8.0,28.22053,1018.65
12.0,22.530529,1016.8
6.0,28.760529,1015.55
7.0,23.23053,1017.4
52.0,17.930529,1021.8
6.0,12.660529,1024.6
19.0,19.090528,1022.8499999999999
4.0,13.770529,1021.3
4.0,19.350529,1019.7
10.0,24.90053,1017.7
7.0,19.88053,1017.15
3.0,14.860529,1017.05
3.0,21.38053,1016.05
11.0,27.350529,1015.8
13.0,22.110529,1016.45
11.0,28.240528,1017.4000000000001
12.0,23.05053,1017.5
10.0,29.170528,1016.25
15.0,23.89053,1015.75
12.0,29.21053,1015.75
13.0,24.110529,1016.2
10.0,30.13053,1017.35
13.0,24.830528,1017.2
9.0,30.240528,1016.4
5.0,24.45053,1016.7
8.0,19.440529,1016.3
5.0,25.660528,1014.45
6.0,31.020529,1013.3
7.0,24.610529,1012.95
5.0,19.100529,1012.45
3.0,25.87053,1011.55
8.0,31.70053,1010.8499999999999
5.0,25.850529,1012.45
26.0,19.840528,1017.0
60.0,14.510529,1017.6
7.0,19.770529,1015.45
13.0,14.200529,1016.1500000000001
25.0,19.73053,1017.95
12.0,25.100529,1018.8
26.0,19.940529,1019.25
12.0,14.880529,1018.8
9.0,20.080528,1016.9
11.0,14.220529,1014.45
35.0,19.29053,1008.8
18.0,14.280529,1005.7
7.0,19.55053,1006.65
61.0,13.330529,1009.85
20.0,19.39053,1011.6
30.0,11.810529,1012.25
10.0,16.860529,1014.0
110.0,11.280529,1018.05
10.0,16.37053,1022.2
12.0,11.120529,1020.9
15.0,16.48053,1019.75
8.0,11.200529,1019.95
5.0,17.20053,1019.7
6.0,22.490528,1020.4
31.0,17.38053,1020.65
7.0,11.740529,1020.3
13.0,17.96053,1020.6
11.0,12.540529,1019.1500000000001
17.0,18.73053,1018.35
7.0,13.580529,1019.7
43.0,19.090528,1022.3
4.0,13.970529,1024.45
43.0,19.520529,1021.7
5.0,13.770529,1018.1
7.0,20.520529,1018.45
9.0,15.180529,1021.5999999999999
9.0,9.980529,1023.0
28.0,15.280529,1020.6500000000001
17.0,20.510529,1018.95
5.0,9.430529,1020.55
11.0,16.420528,1024.6999999999998
12.0,10.720529,1026.3
11.0,15.980529,1025.3
11.0,10.320529,1022.25
14.0,17.31053,1018.55
25.0,12.290529,1022.3000000000001
10.0,7.2805285,1026.1
74.0,12.710529,1022.9
9.0,18.420528,1021.05
13.0,12.630529,1021.2
15.0,18.06053,1021.2
9.0,12.470529,1023.55
14.0,18.12053,1026.55
10.0,13.120529,1027.6
18.0,18.180529,1027.65
6.0,12.720529,1027.95
17.0,18.57053,1027.65
7.0,12.640529,1026.9499999999998
16.0,19.670528,1026.6
8.0,14.580529,1026.0
3.0,19.840528,1024.85
5.0,25.940529,1024.1
36.0,18.520529,1021.1999999999999
5.0,13.420529,1017.65
10.0,18.920528,1016.05
13.0,12.990529,1014.25
14.0,19.47053,1013.9
10.0,13.820529,1016.0
12.0,20.23053,1017.25
12.0,15.120529,1016.0999999999999
8.0,22.06053,1016.25
8.0,15.440529,1018.1500000000001
56.0,10.350529,1022.8499999999999
18.0,15.850529,1026.0
6.0,10.280529,1025.6
19.0,16.82053,1026.0
5.0,11.690529,1026.4
4.0,17.340528,1025.5
6.0,22.350529,1024.75
24.0,16.38053,1028.05
52.0,10.960529,1027.35
13.0,5.5505285,1024.5
6.0,10.620529,1026.5
18.0,5.3105288,1027.25
11.0,10.870529,1026.65
10.0,5.6205287,1025.95
4.0,10.830529,1023.35
5.0,16.600529,1021.05
